study_accession	sample_accession	run_accession	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	experiment_alias	fastq_ftp	fastq_aspera	sample_alias	sample_title
PRJNA302818	SAMN04280568	SRR2937293			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946234	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937293/SRR2937293.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937293/SRR2937293.fastq.gz	GSM1946234	4sU-seq of YRI individual (NA19203) [19203-30-1_C30BHACXX-5-11]
PRJNA302818	SAMN04280569	SRR2937294			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946235	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937294/SRR2937294.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937294/SRR2937294.fastq.gz	GSM1946235	4sU-seq of YRI individual (NA19203) [19203-30-1_C30NNACXX-5-11]
PRJNA302818	SAMN04280570	SRR2937295			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946236	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937295/SRR2937295.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937295/SRR2937295.fastq.gz	GSM1946236	4sU-seq of YRI individual (NA19203) [19203-30-1_C311JACXX-5-11]
PRJNA302818	SAMN04280571	SRR2937296			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946237	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937296/SRR2937296.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937296/SRR2937296.fastq.gz	GSM1946237	4sU-seq of YRI individual (NA19203) [19203-30-2_C30BHACXX-3-10]
PRJNA302818	SAMN04280572	SRR2937297			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946238	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937297/SRR2937297.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937297/SRR2937297.fastq.gz	GSM1946238	4sU-seq of YRI individual (NA19203) [19203-30-2_C30NNACXX-3-10]
PRJNA302818	SAMN04280573	SRR2937298			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946239	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937298/SRR2937298.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937298/SRR2937298.fastq.gz	GSM1946239	4sU-seq of YRI individual (NA19203) [19203-30-2_C311JACXX-3-10]
PRJNA302818	SAMN04280574	SRR2937299			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946240	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937299/SRR2937299.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937299/SRR2937299.fastq.gz	GSM1946240	4sU-seq of YRI individual (NA19203) [19203-60-1_C30BHACXX-5-12]
PRJNA302818	SAMN04280575	SRR2937300			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946241	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937300/SRR2937300.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937300/SRR2937300.fastq.gz	GSM1946241	4sU-seq of YRI individual (NA19203) [19203-60-1_C30NNACXX-5-12]
PRJNA302818	SAMN04280576	SRR2937301			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946242	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937301/SRR2937301.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937301/SRR2937301.fastq.gz	GSM1946242	4sU-seq of YRI individual (NA19203) [19203-60-1_C311JACXX-5-12]
PRJNA302818	SAMN04280577	SRR2937302			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946243	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937302/SRR2937302.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937302/SRR2937302.fastq.gz	GSM1946243	4sU-seq of YRI individual (NA19203) [19203-60-2_C30BHACXX-3-04]
PRJNA302818	SAMN04280454	SRR2937303			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946244	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937303/SRR2937303.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937303/SRR2937303.fastq.gz	GSM1946244	4sU-seq of YRI individual (NA19203) [19203-60-2_C30NNACXX-3-04]
PRJNA302818	SAMN04280455	SRR2937304			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946245	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937304/SRR2937304.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937304/SRR2937304.fastq.gz	GSM1946245	4sU-seq of YRI individual (NA19203) [19203-60-2_C311JACXX-3-04]
PRJNA302818	SAMN04280456	SRR2937305			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946246	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937305/SRR2937305.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937305/SRR2937305.fastq.gz	GSM1946246	4sU-seq of YRI individual (NA19204) [19204-30-1_D2775ACXX-3-03]
PRJNA302818	SAMN04280457	SRR2937306			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946247	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937306/SRR2937306.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937306/SRR2937306.fastq.gz	GSM1946247	4sU-seq of YRI individual (NA19204) [19204-30-2_C30BHACXX-5-05]
PRJNA302818	SAMN04280458	SRR2937307			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946248	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937307/SRR2937307.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937307/SRR2937307.fastq.gz	GSM1946248	4sU-seq of YRI individual (NA19204) [19204-30-2_C30NNACXX-5-05]
PRJNA302818	SAMN04280459	SRR2937308			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946249	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937308/SRR2937308.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937308/SRR2937308.fastq.gz	GSM1946249	4sU-seq of YRI individual (NA19204) [19204-30-2_C311JACXX-5-05]
PRJNA302818	SAMN04280460	SRR2937309			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937309/SRR2937309.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937309/SRR2937309.fastq.gz	GSM1946250	4sU-seq of YRI individual (NA19204) [19204-60-1_D2775ACXX-3-04]
PRJNA302818	SAMN04280461	SRR2937310			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946251	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937310/SRR2937310.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937310/SRR2937310.fastq.gz	GSM1946251	4sU-seq of YRI individual (NA19204) [19204-60-2_C30BHACXX-5-06]
PRJNA302818	SAMN04280462	SRR2937311			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946252	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937311/SRR2937311.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937311/SRR2937311.fastq.gz	GSM1946252	4sU-seq of YRI individual (NA19204) [19204-60-2_C30NNACXX-5-06]
PRJNA302818	SAMN04280463	SRR2937312			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946253	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937312/SRR2937312.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937312/SRR2937312.fastq.gz	GSM1946253	4sU-seq of YRI individual (NA19204) [19204-60-2_C311JACXX-5-06]
PRJNA302818	SAMN04280464	SRR2937313			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946254	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937313/SRR2937313.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937313/SRR2937313.fastq.gz	GSM1946254	4sU-seq of YRI individual (NA19206) [19206-30-1_D2775ACXX-4-25]
PRJNA302818	SAMN04280465	SRR2937314			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946255	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937314/SRR2937314.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937314/SRR2937314.fastq.gz	GSM1946255	4sU-seq of YRI individual (NA19206) [19206-60-1_D2775ACXX-4-27]
PRJNA302818	SAMN04280466	SRR2937315			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946256	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937315/SRR2937315.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937315/SRR2937315.fastq.gz	GSM1946256	4sU-seq of YRI individual (NA19209) [19209-30-1_D2775ACXX-2-25]
PRJNA302818	SAMN04280467	SRR2937316			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946257	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937316/SRR2937316.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937316/SRR2937316.fastq.gz	GSM1946257	4sU-seq of YRI individual (NA19209) [19209-60-1_D2775ACXX-2-27]
PRJNA302818	SAMN04280468	SRR2937317			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946258	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937317/SRR2937317.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937317/SRR2937317.fastq.gz	GSM1946258	4sU-seq of YRI individual (NA19210) [19210-30-1_D2775ACXX-6-13]
PRJNA302818	SAMN04280469	SRR2937318			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946259	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937318/SRR2937318.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937318/SRR2937318.fastq.gz	GSM1946259	4sU-seq of YRI individual (NA19210) [19210-60-1_D2775ACXX-6-14]
PRJNA302818	SAMN04280470	SRR2937319			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946260	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937319/SRR2937319.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937319/SRR2937319.fastq.gz	GSM1946260	4sU-seq of YRI individual (NA19222) [19222-30-1_D2775ACXX-5-07]
PRJNA302818	SAMN04280471	SRR2937320			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946261	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937320/SRR2937320.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937320/SRR2937320.fastq.gz	GSM1946261	4sU-seq of YRI individual (NA19222) [19222-30-2_C30BHACXX-2-13]
PRJNA302818	SAMN04280472	SRR2937321			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937321/SRR2937321.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937321/SRR2937321.fastq.gz	GSM1946262	4sU-seq of YRI individual (NA19222) [19222-30-2_C30NNACXX-2-13]
PRJNA302818	SAMN04280473	SRR2937322			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946263	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937322/SRR2937322.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937322/SRR2937322.fastq.gz	GSM1946263	4sU-seq of YRI individual (NA19222) [19222-30-2_C311JACXX-2-13]
PRJNA302818	SAMN04280474	SRR2937323			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946264	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937323/SRR2937323.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937323/SRR2937323.fastq.gz	GSM1946264	4sU-seq of YRI individual (NA19222) [19222-60-1_D2775ACXX-5-08]
PRJNA302818	SAMN04280475	SRR2937324			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946265	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937324/SRR2937324.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937324/SRR2937324.fastq.gz	GSM1946265	4sU-seq of YRI individual (NA19222) [19222-60-2_C30BHACXX-2-14]
PRJNA302818	SAMN04280476	SRR2937325			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946266	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937325/SRR2937325.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937325/SRR2937325.fastq.gz	GSM1946266	4sU-seq of YRI individual (NA19222) [19222-60-2_C30NNACXX-2-14]
PRJNA302818	SAMN04280477	SRR2937326			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946267	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937326/SRR2937326.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937326/SRR2937326.fastq.gz	GSM1946267	4sU-seq of YRI individual (NA19222) [19222-60-2_C311JACXX-2-14]
PRJNA302818	SAMN04280478	SRR2937327			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946268	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937327/SRR2937327.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937327/SRR2937327.fastq.gz	GSM1946268	4sU-seq of YRI individual (NA19223) [19223-30-1_C30BHACXX-2-25]
PRJNA302818	SAMN04280479	SRR2937328			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946269	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937328/SRR2937328.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937328/SRR2937328.fastq.gz	GSM1946269	4sU-seq of YRI individual (NA19223) [19223-30-1_C30NNACXX-2-25]
PRJNA302818	SAMN04280480	SRR2937329			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946270	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937329/SRR2937329.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937329/SRR2937329.fastq.gz	GSM1946270	4sU-seq of YRI individual (NA19223) [19223-30-1_C311JACXX-2-25]
PRJNA302818	SAMN04280481	SRR2937330			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946271	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937330/SRR2937330.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937330/SRR2937330.fastq.gz	GSM1946271	4sU-seq of YRI individual (NA19223) [19223-60-1_C30BHACXX-2-27]
PRJNA302818	SAMN04280482	SRR2937331			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946272	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937331/SRR2937331.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937331/SRR2937331.fastq.gz	GSM1946272	4sU-seq of YRI individual (NA19223) [19223-60-1_C30NNACXX-2-27]
PRJNA302818	SAMN04280483	SRR2937332			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946273	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937332/SRR2937332.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937332/SRR2937332.fastq.gz	GSM1946273	4sU-seq of YRI individual (NA19223) [19223-60-1_C311JACXX-2-27]
PRJNA302818	SAMN04280578	SRR2937333			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946274	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937333/SRR2937333.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937333/SRR2937333.fastq.gz	GSM1946274	4sU-seq of YRI individual (NA19225) [19225-30-1_D2775ACXX-5-03]
PRJNA302818	SAMN04280579	SRR2937334			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946275	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937334/SRR2937334.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937334/SRR2937334.fastq.gz	GSM1946275	4sU-seq of YRI individual (NA19225) [19225-60-1_D2775ACXX-5-04]
PRJNA302818	SAMN04280580	SRR2937335			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946276	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937335/SRR2937335.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937335/SRR2937335.fastq.gz	GSM1946276	4sU-seq of YRI individual (NA19238) [19238-30-1_D2775ACXX-7-07]
PRJNA302818	SAMN04280581	SRR2937336			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946277	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937336/SRR2937336.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937336/SRR2937336.fastq.gz	GSM1946277	4sU-seq of YRI individual (NA19238) [19238-60-1_D2775ACXX-7-08]
PRJNA302818	SAMN04280582	SRR2937337			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946278	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937337/SRR2937337.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937337/SRR2937337.fastq.gz	GSM1946278	4sU-seq of YRI individual (NA19239) [19239-30-1_D2775ACXX-4-18]
PRJNA302818	SAMN04280583	SRR2937338			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946279	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937338/SRR2937338.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937338/SRR2937338.fastq.gz	GSM1946279	4sU-seq of YRI individual (NA19239) [19239-60-1_D2775ACXX-4-19]
PRJNA302818	SAMN04280584	SRR2937339			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946280	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937339/SRR2937339.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937339/SRR2937339.fastq.gz	GSM1946280	4sU-seq of YRI individual (NA19257) [19257-30-1_C30BHACXX-6-18]
PRJNA302818	SAMN04280585	SRR2937340			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946281	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937340/SRR2937340.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937340/SRR2937340.fastq.gz	GSM1946281	4sU-seq of YRI individual (NA19257) [19257-30-1_C30NNACXX-6-18]
PRJNA302818	SAMN04280586	SRR2937341			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946282	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937341/SRR2937341.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937341/SRR2937341.fastq.gz	GSM1946282	4sU-seq of YRI individual (NA19257) [19257-30-1_C311JACXX-6-18]
PRJNA302818	SAMN04280587	SRR2937342			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946283	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937342/SRR2937342.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937342/SRR2937342.fastq.gz	GSM1946283	4sU-seq of YRI individual (NA19257) [19257-60-1_C30BHACXX-6-19]
PRJNA302818	SAMN04280588	SRR2937343			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946284	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937343/SRR2937343.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937343/SRR2937343.fastq.gz	GSM1946284	4sU-seq of YRI individual (NA19257) [19257-60-1_C30NNACXX-6-19]
PRJNA302818	SAMN04280589	SRR2937344			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946285	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937344/SRR2937344.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937344/SRR2937344.fastq.gz	GSM1946285	4sU-seq of YRI individual (NA19257) [19257-60-1_C311JACXX-6-19]
